"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","PEG","P/S","P/B","P/Free Cash Flow","Dividend","Dividend Yield","EPS (ttm)","EPS growth this year","EPS growth past 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Shares Outstanding","Shares Float","Float Short","Return on Equity","Current Ratio","Gross Margin","Operating Margin","Profit Margin","Performance (Half Year)","Performance (Year)","Performance (YTD)","52-Week High","Price","Change"
96,"AI","C3.ai, Inc.","Technology","Information Technology Services","USA",2421.33,,,8.97,2.96,,,,-2.23,-241.60%,,,7.00%,-15.60%,269.80,108.88,90.86,9.24%,-24.20%,8.10,72.60%,-92.30%,-88.40%,24.07%,4.02%,131.28%,-6.30%,25.88,18.07%
97,"AIA","iShares Asia 50 ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.19,1.85%,,,,,,,,,,,,,,,,6.22%,-16.77%,13.71%,-18.21%,64.52,-2.05%
98,"AIEQ","AI Powered Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.03,0.10%,,,,,,,,,,,,,,,,-5.54%,-12.67%,14.46%,-14.79%,32.60,-1.93%
99,"AIF","Apollo Tactical Income Fund Inc.","Financial","Asset Management","USA",189.04,10.29,,9.07,0.93,,1.46,11.20%,1.27,,,,2.10%,,20.84,14.46,14.46,0.09%,,,,,,-0.38%,-15.57%,7.84%,-15.51%,13.07,0.08%
100,"AIG","American International Group, Inc.","Financial","Insurance - Diversified","USA",44098.34,3.49,0.30,0.75,1.16,11.14,1.28,2.18%,16.85,257.40%,77.40%,-0.30%,13.80%,82.40%,58938.00,763.05,740.83,0.75%,26.90%,,,34.20%,23.30%,14.93%,-2.49%,-7.10%,-10.62%,58.75,-0.47%
101,"AIMC","Altra Industrial Motion Corp.","Industrials","Specialty Industrial Machinery","USA",3992.81,244.92,16.33,2.05,2.09,99.57,0.36,0.59%,0.25,207.30%,-15.30%,21.80%,-0.60%,-4.80%,1945.90,65.10,64.47,8.03%,0.90%,2.30,35.00%,4.90%,0.90%,48.83%,26.64%,2.48%,-0.21%,61.23,-0.05%
102,"AIO","Virtus Artificial Intelligence & Technology Opportunities Fund","Financial","Closed-End Fund - Equity","USA",605.43,2.27,,,,,1.80,10.21%,7.76,,,,,,,34.34,34.33,0.04%,,,,,,-2.87%,-25.83%,8.89%,-26.05%,17.63,-1.95%
103,"AIQ","Global X Artificial Intelligence & Technology ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.11,0.47%,,,,,,,,,,,,,,,,2.75%,-17.31%,18.81%,-18.61%,23.88,-1.48%
104,"AIR","AAR Corp.","Industrials","Aerospace & Defense","USA",1799.72,20.48,,0.98,1.72,,,,2.54,66.40%,7.60%,2.70%,7.60%,10.00%,1844.40,34.20,33.40,3.17%,8.80%,3.30,18.30%,6.80%,4.90%,15.29%,27.71%,15.68%,-1.68%,51.94,-0.31%
105,"AIRC","Apartment Income REIT Corp.","Real Estate","REIT - Residential","USA",5719.43,6.42,,7.52,2.92,273.66,1.80,4.64%,6.04,473.10%,,,4.70%,-80.70%,760.20,153.81,149.39,2.00%,46.80%,,65.40%,-3.40%,,-11.30%,-27.69%,12.97%,-30.56%,38.76,-2.32%
106,"AIRR","First Trust RBA American Industrial RenaissanceTM ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.07,0.15%,,,,,,,,,,,,,,,,16.54%,22.64%,13.08%,-0.22%,49.89,0.18%
107,"AIRT","Air T, Inc.","Industrials","Integrated Freight & Logistics","USA",65.75,160.76,,0.32,2.90,,,,0.14,249.80%,41.90%,3.60%,40.50%,-116.50%,208.40,2.87,1.44,0.39%,1.80%,2.00,23.90%,4.30%,0.20%,58.56%,-9.39%,-6.35%,-21.61%,23.15,-2.03%
108,"AJRD","Aerojet Rocketdyne Holdings, Inc.","Industrials","Aerospace & Defense","USA",4552.89,49.03,3.99,2.09,8.54,,,,1.14,5.30%,45.50%,4.40%,0.80%,-67.40%,2179.10,80.30,77.74,3.12%,17.50%,1.20,15.40%,7.70%,4.40%,36.39%,46.55%,-0.14%,-1.31%,55.85,0.00%
109,"AKAM","Akamai Technologies, Inc.","Technology","Software - Infrastructure","USA",14052.50,28.62,2.39,3.91,3.35,13.01,,,3.12,16.60%,16.60%,8.10%,2.50%,-36.80%,3594.20,158.72,154.56,5.70%,11.70%,2.30,62.40%,19.60%,14.10%,-7.15%,-22.87%,5.97%,-27.52%,89.33,-2.14%
110,"AKR","Acadia Realty Trust","Real Estate","REIT - Retail","USA",1447.85,,,4.51,0.88,56.56,0.72,4.59%,-0.39,345.50%,-22.60%,9.00%,11.10%,-540.90%,320.70,94.98,94.22,1.47%,-1.40%,,69.10%,28.60%,-7.20%,-3.27%,-20.22%,9.41%,-30.62%,15.70,-1.75%
111,"AKRO","Akero Therapeutics, Inc.","Healthcare","Biotechnology","USA",2169.71,,,,5.40,,,,-3.37,-14.90%,,,,-31.70%,,46.76,41.83,9.98%,-60.10%,15.00,,,,274.98%,170.20%,-12.48%,-12.61%,47.96,0.52%
112,"AKYA","Akoya Biosciences, Inc.","Healthcare","Medical Instruments & Supplies","USA",449.74,,,6.44,6.06,,,,-1.84,-170.50%,,,40.00%,-50.80%,69.80,37.90,33.18,1.72%,-70.20%,3.50,59.60%,-93.40%,-99.10%,-19.42%,6.48%,25.29%,-27.64%,11.99,-4.16%
113,"AL","Air Lease Corporation","Industrials","Rental & Leasing Services","USA",4960.11,,,2.14,0.76,4.47,0.80,1.79%,-1.11,-18.80%,0.70%,8.00%,7.00%,2.90%,2312.90,110.89,103.61,2.28%,-2.00%,,,17.20%,-5.70%,17.99%,11.43%,16.42%,-4.83%,44.73,-1.45%
114,"ALBO","Albireo Pharma, Inc.","Healthcare","Biotechnology","USA",927.77,,,16.16,8.83,,,,-6.72,73.70%,33.10%,29.00%,164.90%,-166.20%,57.40,19.66,18.65,4.41%,-97.60%,6.30,95.60%,,,90.71%,49.24%,108.01%,0.33%,44.95,0.90%
115,"ALCC","AltC Acquisition Corp.","Financial","Shell Companies","USA",642.09,1004.99,,,1.32,,,,0.01,,,,,375.40%,,63.95,48.55,0.00%,0.10%,3.40,,,,3.50%,2.03%,1.31%,-0.40%,10.05,0.10%
116,"ALCO","Alico, Inc.","Consumer Defensive","Farm Products","USA",213.08,16.57,,2.32,0.86,,0.20,0.73%,1.66,-64.50%,28.10%,-6.70%,-75.00%,,91.90,7.59,4.57,5.53%,4.90%,1.90,-16.10%,-27.20%,13.60%,-15.00%,-21.54%,15.33%,-36.93%,27.53,-1.36%
117,"ALE","ALLETE, Inc.","Utilities","Utilities - Diversified","USA",3590.47,17.08,1.96,2.33,1.33,,2.60,4.15%,3.67,-4.00%,0.50%,1.20%,12.40%,12.10%,1543.90,57.10,56.94,1.13%,7.80%,1.00,92.40%,9.70%,12.90%,0.51%,-2.41%,-2.88%,-8.49%,62.65,-1.07%
118,"ALEX","Alexander & Baldwin, Inc.","Real Estate","REIT - Diversified","USA",1453.76,53.77,2.69,3.56,1.31,855.16,0.88,4.34%,0.38,473.00%,-5.90%,-0.40%,15.30%,-8.80%,408.20,72.70,71.59,0.92%,2.40%,4.00,31.60%,12.10%,6.60%,6.40%,-10.90%,8.22%,-16.07%,20.27,-0.34%
119,"ALGM","Allegro MicroSystems, Inc.","Technology","Semiconductors","USA",7959.57,66.92,5.15,9.45,9.76,74.53,,,0.62,557.40%,7.10%,21.90%,22.80%,51.80%,842.30,191.28,87.51,7.86%,15.90%,4.80,54.70%,16.70%,14.20%,55.36%,45.16%,38.44%,-0.07%,41.56,1.12%
120,"ALHC","Alignment Healthcare, Inc.","Healthcare","Healthcare Plans","USA",2163.29,,,1.58,7.82,38.36,,,-0.78,-827.70%,,,22.80%,14.20%,1370.60,182.12,172.82,1.99%,-48.20%,2.00,13.70%,-8.90%,-10.20%,-30.57%,50.32%,-0.94%,-39.23%,11.65,-0.68%
121,"ALK","Alaska Air Group, Inc.","Industrials","Airlines","USA",6821.70,122.92,6.33,0.71,1.77,5.46,,,0.43,134.10%,-10.60%,0.80%,44.80%,-79.60%,9646.00,126.78,125.66,2.67%,5.50%,0.80,51.60%,2.90%,2.20%,13.96%,-1.62%,24.52%,-13.13%,53.47,-0.21%
122,"ALKT","Alkami Technology, Inc.","Technology","Software - Application","USA",1517.41,,,7.94,4.71,,,,-0.74,23.20%,,,34.20%,-72.80%,191.20,91.18,55.28,2.05%,-19.90%,6.40,53.80%,-34.20%,-35.10%,9.28%,12.47%,16.24%,-4.23%,16.96,-2.47%
123,"ALLY","Ally Financial Inc.","Financial","Credit Services","USA",10388.37,7.00,,0.98,1.06,6.43,1.20,3.45%,4.97,186.00%,29.70%,0.80%,26.80%,-53.40%,10621.00,308.22,296.76,6.19%,19.30%,,,63.20%,22.50%,6.11%,-29.02%,42.17%,-31.91%,34.76,-1.25%
124,"ALOT","AstroNova, Inc.","Technology","Computer Hardware","USA",100.45,185.92,,0.76,1.19,,,,0.07,388.90%,9.40%,3.60%,36.30%,166.70%,132.40,7.32,6.95,0.14%,0.70%,2.00,33.50%,2.40%,0.40%,8.64%,3.53%,2.96%,-17.40%,13.20,-0.38%
125,"ALRM","Alarm.com Holdings, Inc.","Technology","Software - Application","USA",2833.73,64.97,,3.42,4.75,232.27,,,0.87,-34.10%,36.60%,23.50%,12.40%,28.00%,829.70,49.79,47.30,3.71%,8.10%,5.80,58.40%,5.70%,5.70%,-22.16%,-21.55%,14.63%,-28.19%,56.72,-2.61%
126,"ALRS","Alerus Financial Corporation","Financial","Banks - Regional","USA",414.98,8.14,,4.41,1.20,6.96,0.72,3.46%,2.55,17.80%,29.30%,5.80%,43.60%,-36.00%,94.20,19.99,17.65,1.03%,13.30%,,,97.50%,47.40%,-15.60%,-26.70%,-11.01%,-31.19%,20.78,1.46%
127,"ALSN","Allison Transmission Holdings, Inc.","Consumer Cyclical","Auto Parts","USA",4271.97,8.87,0.87,1.59,5.74,11.15,0.84,1.83%,5.18,57.50%,26.50%,5.50%,25.20%,63.50%,2695.00,95.21,91.72,2.77%,72.00%,1.70,46.90%,28.50%,18.80%,22.50%,17.40%,10.46%,-0.17%,45.95,0.33%
128,"ALT","Altimmune, Inc.","Healthcare","Biotechnology","USA",783.62,,,237.46,3.64,,,,-1.90,-22.90%,45.70%,6.40%,-98.70%,41.10%,3.30,49.29,48.81,14.99%,-44.40%,13.40,,,,29.57%,101.33%,-7.84%,-35.46%,15.16,0.80%
129,"ALTG","Alta Equipment Group Inc.","Industrials","Rental & Leasing Services","USA",552.51,87.21,,0.37,3.90,12.82,0.23,1.33%,0.20,18.20%,,,37.30%,986.10%,1499.50,31.98,25.15,1.02%,4.60%,1.40,26.50%,2.60%,0.40%,47.47%,27.64%,30.25%,-2.11%,17.18,-0.06%
130,"ALTL","Pacer Lunt Large Cap Alternator ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.50,1.22%,,,,,,,,,,,,,,,,-5.94%,-9.36%,1.01%,-11.92%,40.87,-2.13%
131,"ALTR","Altair Engineering Inc.","Technology","Software - Infrastructure","USA",4576.54,,,8.28,8.55,184.54,,,-0.73,19.50%,-21.80%,11.20%,-1.60%,-292.10%,552.60,79.21,51.56,4.08%,-9.80%,2.30,78.00%,-1.20%,-10.30%,-5.11%,-5.94%,27.05%,-16.09%,57.77,-2.27%
132,"ALTU","Altitude Acquisition Corp.","Financial","Shell Companies","USA",91.87,25.85,,,3.92,,,,0.39,172.80%,,,,708.30%,,12.55,1.47,5.30%,8.30%,0.00,,,,0.91%,1.52%,1.11%,-3.74%,10.03,0.20%
133,"ALTY","Global X Alternative Income ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.84,7.16%,,,,,,,,,,,,,,,,-3.44%,-10.00%,7.09%,-10.14%,11.79,-1.75%
134,"AM","Antero Midstream Corporation","Energy","Oil & Gas Midstream","USA",5002.87,15.87,2.89,5.59,2.30,7.38,0.90,8.47%,0.67,368.20%,67.60%,,2.80%,-6.10%,894.90,478.46,321.50,2.78%,14.30%,0.80,,58.40%,35.90%,10.28%,2.31%,-1.58%,-8.53%,10.62,-1.12%
135,"AMAL","Amalgamated Financial Corp.","Financial","Banks - Regional","USA",744.09,8.78,,2.88,1.45,7.27,0.40,1.74%,2.62,13.60%,38.30%,7.30%,58.00%,61.40%,258.50,30.67,26.69,4.41%,12.40%,,,73.10%,24.80%,-2.42%,37.77%,-0.26%,-15.92%,22.98,-0.04%
136,"AMAO","American Acquisition Opportunity Inc.","Financial","Shell Companies","USA",35.15,71.34,,,16.61,,,,0.14,,,,,-82.10%,,4.46,0.73,0.30%,9.10%,0.70,,,,0.63%,1.40%,1.20%,-11.22%,10.13,0.00%
137,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","USA",3661.09,,,10.63,6.15,84.94,,,-1.67,58.10%,-19.40%,1.40%,-9.90%,,344.50,38.58,36.25,3.73%,-11.10%,3.70,62.90%,-18.30%,-18.40%,4.85%,-33.26%,14.13%,-39.88%,93.85,-1.69%
138,"AMBC","Ambac Financial Group, Inc.","Financial","Insurance - Specialty","USA",755.71,2.29,0.21,2.84,0.74,11.81,,,7.16,93.60%,-18.80%,-13.50%,47.90%,1900.00%,266.00,45.31,44.12,6.18%,35.00%,,,,,44.11%,15.01%,-5.96%,-6.77%,16.40,0.86%
139,"AMCX","AMC Networks Inc.","Communication Services","Broadcasting","USA",795.03,2.88,,0.27,0.82,8.83,,,6.62,24.40%,9.10%,2.20%,-15.90%,-24.00%,2935.70,43.24,27.59,4.45%,30.90%,1.80,54.80%,18.50%,9.90%,-42.47%,-53.71%,21.70%,-57.30%,19.07,-3.15%
140,"AMD","Advanced Micro Devices, Inc.","Technology","Semiconductors","USA",138365.56,51.61,3.61,6.06,2.55,40.60,,,1.67,24.70%,44.60%,30.90%,29.00%,-94.60%,22828.00,1615.00,1606.70,1.94%,5.30%,2.20,46.50%,11.60%,10.00%,-17.15%,-29.87%,32.92%,-35.25%,86.09,-2.51%
141,"AMED","Amedisys, Inc.","Healthcare","Medical Care Facilities","USA",2929.13,24.94,31.17,1.32,2.95,31.80,,,3.69,14.90%,41.80%,9.30%,0.80%,-42.50%,2220.50,32.48,31.91,5.15%,12.40%,1.10,44.50%,8.20%,5.40%,-24.29%,-30.67%,10.29%,-48.79%,92.14,-4.08%
142,"AMEH","Apollo Medical Holdings, Inc.","Healthcare","Medical Care Facilities","USA",1991.98,25.54,2.39,1.91,3.20,,,,1.42,60.90%,25.30%,68.20%,39.60%,-24.00%,1045.10,44.95,39.43,9.70%,13.60%,2.80,17.40%,6.30%,6.30%,-34.65%,-29.13%,22.85%,-41.24%,36.35,-1.65%
143,"AMH","American Homes 4 Rent","Real Estate","REIT - Residential","USA",12069.55,56.74,1.99,8.34,1.87,28.09,0.72,2.08%,0.61,49.60%,37.40%,8.20%,15.30%,28.40%,1447.70,348.94,307.57,4.82%,3.30%,,55.40%,11.50%,14.60%,-7.14%,-12.51%,14.83%,-21.14%,34.61,-2.48%
144,"AMJ","JPMorgan Alerian MLP Index ETN","Financial","Exchange Traded Fund","USA",,,,,,,1.38,5.93%,,,,,,,,,,,,,,,,12.97%,12.70%,6.90%,-1.07%,23.25,0.30%
145,"AMK","AssetMark Financial Holdings, Inc.","Financial","Asset Management","USA",2017.51,22.33,0.69,3.37,1.83,15.71,,,1.22,405.80%,23.98%,,10.70%,144.90%,597.80,73.84,22.04,2.18%,8.60%,3.70,72.90%,21.00%,15.10%,35.69%,13.58%,18.52%,-1.30%,27.26,-0.26%
146,"AMKR","Amkor Technology, Inc.","Technology","Semiconductors","USA",7600.01,9.10,1.22,1.10,2.12,61.99,0.30,0.99%,3.33,87.50%,28.80%,9.30%,24.00%,69.10%,6910.00,244.74,101.43,3.57%,25.70%,1.80,19.70%,13.40%,11.80%,31.35%,36.94%,26.15%,-3.60%,30.25,-1.24%
147,"AMLP","Alerian MLP ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.93,7.24%,,,,,,,,,,,,,,,,7.52%,6.56%,6.25%,-4.76%,40.45,-0.61%
148,"AMLX","Amylyx Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2379.77,,,7932.56,14.89,,,,-3.27,-108.00%,,,0.00%,13.00%,0.30,58.53,49.98,11.30%,-172.50%,5.30,50.10%,,,42.46%,56.85%,-0.84%,-12.62%,36.64,-0.97%
149,"AMNB","American National Bankshares Inc.","Financial","Banks - Regional","USA",389.83,11.23,2.81,4.06,1.23,13.21,1.20,3.31%,3.23,46.30%,16.20%,11.30%,3.70%,-7.40%,96.00,10.64,10.14,0.59%,11.60%,,,93.50%,40.20%,3.43%,-3.85%,-1.90%,-8.28%,36.23,1.46%
150,"AMOT","Allied Motion Technologies Inc.","Technology","Electronic Components","USA",649.29,42.92,1.43,1.39,3.22,,0.10,0.24%,0.96,74.40%,20.10%,10.40%,29.90%,-0.70%,468.70,15.66,13.25,0.64%,7.80%,2.60,30.80%,5.90%,3.30%,27.17%,11.55%,18.73%,-2.68%,41.33,-2.45%
151,"AMPH","Amphastar Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1535.53,20.97,0.84,3.17,3.02,17.10,,,1.49,19.70%,43.30%,11.40%,7.00%,-49.10%,484.90,48.90,37.43,4.55%,16.00%,3.80,48.20%,18.30%,15.90%,-15.56%,23.21%,11.38%,-29.80%,31.21,0.13%
152,"AMPL","Amplitude, Inc.","Technology","Software - Application","USA",1631.62,,,7.34,5.71,,,,-0.82,-184.60%,,,35.40%,40.10%,222.20,112.02,64.75,5.50%,-30.30%,2.50,70.00%,-41.50%,-41.10%,-17.29%,-61.73%,24.34%,-67.84%,15.02,-2.66%
153,"AMRC","Ameresco, Inc.","Industrials","Engineering & Construction","USA",3042.89,30.48,1.12,1.59,3.91,,,,1.97,22.30%,39.10%,13.30%,61.20%,55.90%,1908.60,51.87,31.67,10.96%,14.00%,1.30,15.70%,7.50%,5.50%,-10.09%,22.08%,5.29%,-30.64%,60.16,-3.11%
154,"AMRK","A-Mark Precious Metals, Inc.","Financial","Capital Markets","USA",892.32,6.11,,0.11,1.75,3.82,0.80,2.12%,6.19,-38.80%,61.40%,3.10%,-5.60%,68.70%,8045.60,23.40,17.82,2.02%,33.00%,1.60,3.50%,2.40%,1.90%,16.83%,21.66%,8.87%,-12.26%,37.81,-2.93%
155,"AMSF","AMERISAFE, Inc.","Financial","Insurance - Specialty","USA",1065.83,28.05,2.81,3.63,2.86,,1.24,2.23%,1.98,-24.20%,-3.50%,-4.40%,-2.20%,-40.20%,293.40,19.20,18.76,0.72%,9.90%,,,15.00%,13.10%,28.78%,14.21%,6.93%,-1.49%,55.57,1.72%
156,"AMSWA","American Software, Inc.","Technology","Software - Application","USA",532.86,49.06,3.07,4.11,3.96,,0.44,2.80%,0.32,52.70%,-4.00%,3.70%,0.60%,-32.60%,129.80,33.72,31.43,0.74%,8.10%,2.90,60.20%,10.70%,8.30%,-14.39%,-29.18%,6.95%,-30.32%,15.70,-0.51%
157,"AMTB","Amerant Bancorp Inc.","Financial","Banks - Regional","USA",1005.41,16.06,,2.97,1.43,,0.36,1.21%,1.85,60.00%,40.20%,0.70%,45.10%,36.60%,338.80,33.48,16.40,2.71%,14.20%,,,71.90%,31.30%,12.29%,-13.58%,10.99%,-17.39%,29.79,1.85%
158,"AMUB","UBS ETRACS Alerian MLP Index ETN Series B","Financial","Exchange Traded Fund","USA",,,,,,,0.93,6.37%,,,,,,,,,,,,,,,,15.40%,19.25%,6.70%,-0.75%,14.61,-0.41%
159,"AMWD","American Woodmark Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",963.83,70.61,2.98,0.47,1.19,16.48,,,0.84,-149.90%,-19.30%,12.50%,23.90%,1317.90%,2065.80,16.61,16.43,2.95%,1.80%,2.30,14.90%,1.40%,0.70%,19.00%,1.61%,21.24%,-2.53%,59.24,-1.69%
160,"AMZA","InfraCap MLP ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.88,8.57%,,,,,,,,,,,,,,,,15.42%,10.85%,6.29%,-2.42%,33.61,-0.21%
161,"AMZD","Direxion Daily AMZN Bear 1X Shares","Financial","Exchange Traded Fund","USA",,,,,,,0.56,2.06%,,,,,,,,,,,,,,,,,,-20.26%,-22.55%,27.46,8.45%
162,"AMZU","Direxion Daily AMZN Bull 1.5X Shares","Financial","Exchange Traded Fund","USA",,,,,,,0.23,1.34%,,,,,,,,,,,,,,,,,,34.37%,-38.28%,17.33,-12.70%
163,"ANAB","AnaptysBio, Inc.","Healthcare","Biotechnology","USA",741.95,,,164.88,2.63,,,,-4.83,-188.60%,-58.40%,30.50%,-93.80%,-387.40%,4.50,28.43,28.34,17.44%,-42.50%,21.40,,,,11.36%,-17.19%,-16.81%,-20.52%,25.78,-3.30%
164,"ANDE","The Andersons, Inc.","Consumer Defensive","Food Distribution","USA",1298.98,9.52,1.19,0.08,1.07,,0.74,1.95%,3.98,19.00%,48.50%,26.30%,40.70%,22.10%,16430.60,33.83,31.61,2.09%,13.40%,1.40,4.30%,1.60%,0.90%,-0.79%,-0.11%,8.20%,-35.83%,37.86,0.58%
165,"ANF","Abercrombie & Fitch Co.","Consumer Cyclical","Apparel Retail","USA",1502.00,73.16,4.06,0.41,2.30,,,,0.41,330.40%,135.50%,2.20%,-2.80%,-105.80%,3659.30,49.49,48.14,13.03%,4.20%,1.30,57.80%,2.80%,0.80%,66.50%,-22.66%,31.25%,-28.56%,30.07,0.67%
166,"ANGL","VanEck Fallen Angel High Yield Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.38,4.90%,,,,,,,,,,,,,,,,-1.58%,-11.37%,3.81%,-11.07%,28.05,-0.85%
167,"ANGO","AngioDynamics, Inc.","Healthcare","Medical Instruments & Supplies","USA",525.92,,,1.60,1.30,,,,-0.83,17.30%,-28.70%,3.20%,9.10%,-0.50%,327.90,39.49,37.14,3.90%,-7.80%,2.20,52.60%,-10.10%,-10.00%,-42.41%,-35.77%,-2.47%,-46.00%,13.43,-0.15%
168,"ANIK","Anika Therapeutics, Inc.","Healthcare","Biotechnology","USA",481.18,,,3.16,1.65,209.21,,,-1.08,116.80%,-33.40%,7.40%,2.00%,-850.40%,152.40,14.60,14.33,3.79%,-5.50%,6.40,57.50%,-14.30%,-10.30%,39.99%,5.98%,8.45%,-3.25%,32.10,0.82%
169,"ANIP","ANI Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",778.60,,,2.75,2.34,,,,-4.48,-80.30%,-64.40%,10.90%,60.80%,-50.40%,283.10,16.30,13.13,2.48%,-21.60%,3.80,51.80%,-21.50%,-24.40%,30.16%,15.10%,11.04%,-1.82%,44.67,-1.19%
170,"ANTX","AN2 Therapeutics, Inc.","Healthcare","Biotechnology","USA",296.40,,,,2.86,,,,-12.50,-92.40%,,,,,,19.35,17.55,0.82%,,24.20,,,,78.49%,,63.69%,-33.84%,15.60,10.25%
171,"ANVS","Annovis Bio, Inc.","Healthcare","Biotechnology","USA",141.76,,,,5.27,,,,-3.45,-119.40%,,,,-165.50%,,8.16,5.31,3.65%,-74.20%,12.90,,,,75.82%,39.44%,44.01%,-19.11%,19.34,0.05%
172,"ANZUU","Anzu Special Acquisition Corp I","Financial","Shell Companies","USA",531.26,38.91,,,,,,,0.26,,,,,2.20%,,42.50,42.50,0.01%,,,,,,1.59%,0.10%,-0.10%,-6.45%,10.00,-0.69%
173,"AOA","iShares Core Aggressive Allocation ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.26,1.96%,,,,,,,,,,,,,,,,1.62%,-9.45%,7.40%,-9.63%,64.17,-0.99%
174,"AOGO","Arogo Capital Acquisition Corp.","Financial","Shell Companies","USA",136.38,,,,0.31,,,,-0.16,,,,,,,13.43,10.02,0.02%,-0.70%,0.80,,,,2.99%,,0.39%,-0.49%,10.17,0.00%
175,"AOK","iShares Core Conservative Allocation ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.76,2.15%,,,,,,,,,,,,,,,,-1.70%,-9.82%,4.64%,-9.50%,35.17,-0.93%
176,"AOM","iShares Core Moderate Allocation ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.86,2.16%,,,,,,,,,,,,,,,,-1.19%,-9.89%,5.18%,-9.63%,39.98,-1.16%
177,"AOR","iShares Core Growth Allocation ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.00,1.99%,,,,,,,,,,,,,,,,0.06%,-9.71%,6.47%,-9.69%,50.21,-1.37%
178,"AORT","Artivion, Inc.","Healthcare","Medical Devices","USA",566.25,,,1.80,2.21,,,,-1.04,13.60%,-26.00%,10.60%,6.40%,-243.70%,313.80,40.12,37.23,8.81%,-14.50%,5.20,64.70%,-2.50%,-13.10%,-35.52%,-18.71%,15.76%,-40.12%,14.03,-0.64%
179,"AOS","A. O. Smith Corporation","Industrials","Specialty Industrial Machinery","USA",10285.00,21.98,2.75,2.70,6.09,46.22,1.20,1.74%,3.14,42.40%,10.30%,5.70%,-4.40%,-13.60%,3813.30,154.20,125.93,5.20%,27.60%,1.70,35.20%,17.00%,13.00%,12.66%,-8.18%,20.63%,-8.58%,69.05,-1.92%
180,"AOSL","Alpha and Omega Semiconductor Limited","Technology","Semiconductors","USA",1002.64,2.31,0.14,1.25,1.15,200.53,,,16.07,654.00%,95.90%,15.20%,11.50%,4.40%,799.00,27.39,22.27,7.30%,54.30%,2.20,34.40%,62.80%,57.00%,-14.01%,-20.60%,30.17%,-46.86%,37.19,-2.59%
181,"AOUT","American Outdoor Brands, Inc.","Consumer Cyclical","Leisure","USA",139.44,,,0.65,0.72,11.82,,,-5.83,-460.00%,,,-23.20%,-91.50%,214.10,13.46,12.68,2.47%,-35.30%,7.30,45.40%,-33.50%,-36.50%,45.13%,-38.38%,5.59%,-39.63%,10.58,-3.73%
182,"APA","APA Corporation","Energy","Oil & Gas E&P","USA",13406.98,4.02,0.14,1.23,23.10,3.02,1.00,2.38%,10.46,120.20%,22.10%,8.30%,40.20%,528.90%,10902.00,329.00,320.35,2.85%,,1.10,69.80%,53.60%,33.10%,37.03%,20.91%,-9.94%,-19.08%,42.04,-0.76%
183,"APAC","StoneBridge Acquisition Corporation","Financial","Shell Companies","USA",261.75,29.49,,,,,,,0.35,,,,,-87.70%,,25.00,20.00,1.57%,-69.60%,1.20,,,,4.80%,6.19%,1.95%,-1.23%,10.47,-0.00%
184,"APAM","Artisan Partners Asset Management Inc.","Financial","Asset Management","USA",2941.02,10.96,,2.72,9.81,17.95,2.24,5.98%,3.42,49.70%,26.50%,11.20%,-26.00%,-50.30%,1082.30,79.61,65.89,3.76%,79.00%,,,35.20%,17.70%,-2.35%,-9.12%,26.16%,-12.70%,37.47,-1.47%
185,"APEI","American Public Education, Inc.","Consumer Defensive","Education & Training Services","USA",245.23,,,0.40,0.77,4.81,,,-5.25,-22.30%,-8.20%,6.00%,52.20%,,607.90,18.89,18.42,1.70%,-27.00%,2.40,53.50%,-19.20%,-16.30%,-20.37%,-38.19%,4.96%,-46.29%,12.90,2.46%
186,"APG","APi Group Corporation","Industrials","Engineering & Construction","USA",5121.64,,,0.86,2.43,41.30,,,-0.76,70.00%,-22.60%,8.60%,65.70%,-30.70%,5967.00,234.00,205.42,2.05%,-6.80%,1.60,25.60%,2.80%,-2.50%,31.41%,0.36%,18.55%,-2.79%,22.30,-2.06%
187,"APGB","Apollo Strategic Growth Capital II","Financial","Shell Companies","USA",871.99,47.46,,,1.33,,,,0.21,,,,,-2.60%,,86.25,68.36,0.01%,3.00%,0.10,,,,2.54%,4.01%,0.90%,-0.20%,10.11,-0.10%
